finance_id,model_id,year,country,units_sold,total_revenue,profit,min_price,max_price,revenue_per_unit,average_profit_margin_pct,tax_rate_pct,import_duty_usd,local_manufacturing_cost_usd,marketing_expense_usd,r_and_d_expense_usd,warranty_cost_usd,dealer_commission_pct,currency,exchange_rate_to_usd,net_profit_usd,gross_margin_usd,operating_expense_usd,net_revenue_usd,tax_paid_usd,interest_expense_usd,cash_flow_usd,capital_expenditure_usd,depreciation_usd,amortization_usd,ebitda_usd,ebit_usd,net_income_usd,dividend_usd,shares_outstanding
1615,TataModel_24,2019,India,938,18139442.96,2806171.83,4837.97,31910.83,19338.43,15.47,13.53,1197.71,8099.64,4430.15,4050.64,7660.38,11.43,AUD,1.36,351905.19,18130145.61,33906.53,18105536.43,2454266.63,11032.28,45838.75,48405.47,3835.90,825.30,18110197.63,18099165.35,15644898.72,3872.85,1873205.00
1616,TataModel_24,2020,India,665,5207218.66,1448648.23,17216.65,67421.09,7830.40,27.82,13.04,1432.50,10801.60,4178.37,10549.80,6582.33,7.48,INR,0.91,769626.92,5194984.56,65707.44,5141511.22,679021.31,1967.50,74756.11,32418.95,4917.89,1700.91,5148130.02,5146162.52,4467141.21,3286.39,2689988.00
1617,TataModel_24,2021,India,133,3095187.73,814962.93,14353.61,67729.33,23272.09,26.33,18.37,540.77,15009.14,7709.60,9614.53,7554.72,9.78,USD,1.16,246376.94,3079637.82,49986.50,3045201.23,568585.99,8341.41,109700.71,10444.27,9804.07,3156.85,3058162.15,3049820.74,2481234.75,3560.41,2063683.00
1618,TataModel_24,2022,India,4590,151950559.12,8889107.71,11929.78,61797.28,33104.70,5.85,14.08,456.95,10389.89,14704.50,19854.51,6387.69,8.76,INR,0.64,-12505531.02,151939712.28,60360.57,151890198.55,21394638.72,12653.41,103109.72,50664.30,10041.47,4531.94,151904771.96,151892118.55,130497479.83,3975.96,2511312.00
1619,TataModel_24,2023,India,5321,285957186.45,42607620.78,19951.82,28647.20,53741.25,14.90,16.47,299.18,14005.26,10950.10,18888.57,2278.33,4.21,JPY,1.22,-4489527.83,285942882.01,20576.06,285936610.39,47097148.61,3958.67,14676.65,10448.27,11046.95,3119.38,285950776.72,285946818.05,238849669.44,3414.30,3292357.00
1620,TataModel_24,2024,India,2626,127942996.36,30603964.73,19651.81,49598.49,48721.63,23.92,17.95,295.57,24150.45,5347.95,13364.79,6194.40,10.14,GBP,0.60,7638196.88,127918550.34,93447.29,127849549.07,22965767.85,9719.38,62374.67,9397.20,1459.93,4197.10,127855206.10,127845486.72,104879718.87,3188.93,2735573.00
1621,TataModel_24,2015,USA,6299,154469208.73,26769513.87,10621.77,33105.58,24522.81,17.33,17.74,968.59,9814.14,2220.71,12019.02,1135.69,8.02,GBP,0.61,-633323.76,154458426.00,65108.48,154404100.25,27402837.63,5333.45,46756.30,40587.16,2196.07,505.50,154406801.82,154401468.37,126998630.74,2743.20,3470530.00
1622,TataModel_24,2016,USA,3819,262497503.32,26564747.34,14976.96,27078.52,68734.62,10.12,18.65,1494.41,22787.40,8238.34,5988.51,4540.42,11.32,INR,1.36,-22391037.03,262473221.51,96482.54,262401020.78,48955784.37,6781.99,110795.90,13975.43,3074.38,6765.69,262410860.85,262404078.86,213448294.49,2469.50,4403187.00
1623,TataModel_24,2017,USA,3346,108515704.01,14378330.78,14921.42,24275.95,32431.47,13.25,16.35,810.03,11650.18,10487.93,7399.53,1669.44,10.06,USD,1.28,-3363986.82,108503243.80,26393.59,108489310.42,17742317.61,11673.23,36062.37,40564.90,7109.64,2704.02,108499124.08,108487450.85,90745133.25,2203.24,1281472.00
1624,TataModel_24,2018,USA,1107,37468760.50,4938382.63,6142.16,44788.78,33847.12,13.18,8.39,1269.75,5852.60,13642.56,4179.76,1848.20,3.30,GBP,0.99,1794753.63,37461638.15,16712.66,37452047.84,3143629.01,12634.57,106156.71,35992.94,10131.49,7374.30,37469553.63,37456919.06,34313290.05,2686.66,1239893.00
1625,TataModel_24,2019,USA,4395,163457985.67,26856147.04,14730.54,27858.12,37191.81,16.43,5.75,740.32,19103.87,3958.67,7584.68,4183.77,9.61,INR,0.53,17457312.87,163438141.48,52590.74,163405394.93,9398834.18,1121.95,67102.89,39209.26,7947.73,799.44,163414142.10,163413020.15,154014185.97,4593.76,4039055.00
1626,TataModel_24,2020,USA,1624,56792124.00,11244840.55,19489.54,24441.42,34970.52,19.80,8.26,1341.35,5052.28,2965.76,11368.85,1739.87,5.66,JPY,1.25,6553811.11,56785730.37,92205.52,56699918.48,4691029.44,5154.17,52605.13,59082.35,10643.99,5244.11,56715806.58,56710652.41,52019622.97,1778.18,3841379.00
1627,TataModel_24,2021,USA,3213,113880762.76,18699221.25,10503.44,72513.35,35443.75,16.42,11.59,1338.29,6156.94,1117.09,18129.78,1647.03,10.93,INR,1.35,5500440.84,113873267.53,54967.04,113825795.72,13198780.40,12152.66,20912.69,11271.60,7520.82,2302.29,113835618.83,113823466.17,100624685.77,1879.55,1636979.00
1628,TataModel_24,2022,USA,177,4015157.37,638811.54,5831.38,24143.47,22684.50,15.91,8.20,601.02,10829.90,11943.72,11851.78,1285.76,5.61,GBP,0.98,309568.63,4003726.45,15194.21,3999963.16,329242.90,7446.01,70032.76,28168.86,2715.16,4481.54,4007159.86,3999713.85,3670470.95,2851.74,4028042.00
1629,TataModel_24,2023,USA,1263,49084233.20,4353771.49,14426.55,66983.79,38863.21,8.87,9.88,548.27,14439.58,5416.86,12200.47,7808.69,9.31,JPY,1.12,-495750.76,49069245.35,90528.98,48993704.22,4849522.24,2294.30,73196.37,19249.53,2938.25,2626.72,48999269.19,48996974.89,44147452.65,3684.10,4036250.00
1630,TataModel_24,2024,USA,6186,154447044.74,8942483.89,8330.87,52934.78,24967.19,5.79,17.18,840.91,8353.48,12778.18,5486.35,4378.74,4.99,JPY,0.95,-17591518.40,154437850.35,64128.64,154382916.10,26534002.29,14756.24,60955.84,58954.98,8079.98,4024.64,154395020.72,154380264.48,127846262.19,1539.38,3303716.00
1631,TataModel_24,2015,UK,4502,212562837.09,36050657.17,13466.93,25854.91,47215.20,16.96,15.88,254.31,23580.48,13204.21,17986.72,5980.31,5.75,JPY,1.48,2295678.64,212539002.30,75398.33,212487438.76,33754978.53,12684.42,49680.31,6184.56,2306.97,2368.70,212492114.43,212479430.01,178724451.48,4358.54,4537459.00
1632,TataModel_24,2016,UK,1329,51079957.46,5021159.82,11324.64,63028.44,38434.88,9.83,13.23,1244.07,5240.51,14649.21,6039.08,6619.78,8.31,AUD,0.75,-1736718.55,51073472.88,84865.77,50995091.69,6757878.37,5386.36,26537.46,15938.90,4621.07,6610.18,51006322.94,51000936.58,44243058.21,3853.22,1109181.00
1633,TataModel_24,2017,UK,6334,199911393.60,16652619.09,10653.32,52702.68,31561.63,8.33,5.74,1479.99,21771.35,2473.22,8999.27,5520.54,5.32,GBP,0.93,5177705.09,199888142.26,41181.10,199870212.50,11474913.99,5843.90,14449.62,29852.70,2507.33,5120.86,199877840.69,199871996.79,188397082.80,1813.41,3879529.00
1634,TataModel_24,2018,UK,4334,236666798.51,33441018.63,8996.71,64889.84,54607.01,14.13,5.95,989.21,20960.42,11270.25,2835.26,7104.46,6.14,GBP,1.39,19359344.12,236644848.88,98259.88,236568538.63,14081674.51,3012.27,34490.84,7465.81,6390.56,2439.25,236577368.44,236574356.17,222492681.66,4105.60,3828424.00
1635,TataModel_24,2019,UK,283,9953992.05,1775792.18,4411.14,67851.63,35173.12,17.84,10.93,258.75,19879.89,13242.19,19728.28,4180.47,10.07,JPY,1.39,687820.85,9933853.41,27824.24,9926167.81,1087971.33,13337.09,59871.28,54799.80,8251.12,3459.05,9937877.98,9924540.89,8836569.56,1520.73,4504697.00
1636,TataModel_24,2020,UK,430,22640646.10,5168859.50,13312.78,69906.89,52652.67,22.83,7.22,261.95,15605.63,3083.46,12355.79,5925.94,3.96,EUR,0.59,3534204.86,22624778.52,24579.30,22616066.80,1634654.65,3317.19,21452.18,56685.11,10763.03,7929.16,22634758.99,22631441.80,20996787.15,2706.16,3793040.00
1637,TataModel_24,2021,UK,123,3059167.47,463769.79,10848.40,25596.36,24871.28,15.16,18.50,429.45,22718.53,5349.88,9778.18,7027.69,8.50,INR,1.15,-102176.19,3036019.49,19190.63,3039976.84,565945.98,7495.72,77499.83,23822.02,1964.31,4248.29,3046189.44,3038693.72,2472747.74,2725.83,2793163.00
1638,TataModel_24,2022,UK,4974,160356297.36,15538525.21,14309.71,41453.78,32238.90,9.69,9.37,494.41,14788.95,1997.04,11377.89,6443.00,6.27,USD,1.38,513140.15,160341014.00,92415.16,160263882.20,15025385.06,1629.51,82953.03,37884.89,7981.17,5124.44,160276987.81,160275358.30,145249973.24,2258.68,3837651.00
1639,TataModel_24,2023,UK,1915,54646410.94,11273554.58,6548.47,61647.36,28535.98,20.63,6.75,1198.41,19109.52,3889.13,15868.39,7603.56,11.40,USD,1.03,7584921.84,54626103.01,16651.24,54629759.70,3688632.74,3190.66,79860.57,5979.08,9345.38,6822.96,54645928.04,54642737.38,50954104.64,3479.34,2969063.00
1640,TataModel_24,2024,UK,372,10760935.42,1785239.19,4050.66,45972.32,28927.25,16.59,15.40,323.20,24785.80,2898.95,17463.45,4449.99,10.12,AUD,0.53,128055.13,10735826.42,42131.59,10718803.83,1657184.06,10729.77,45640.03,54149.08,5729.16,4089.69,10728622.68,10717892.91,9060708.86,1404.82,4052894.00
1641,TataModel_24,2015,Germany,2843,18187745.19,1860606.33,11029.22,50104.05,6397.38,10.23,5.31,974.15,4217.97,9621.09,9595.52,5838.27,8.13,USD,0.67,894837.06,18182553.07,92306.87,18095438.32,965769.27,14772.05,33267.85,23473.70,6512.51,6061.91,18108012.74,18093240.69,17127471.42,2426.97,4882453.00
1642,TataModel_24,2016,Germany,624,16950255.33,2971379.76,8657.99,54328.75,27163.87,17.53,8.48,145.53,9494.14,3894.05,18631.85,5761.27,8.27,USD,1.45,1533998.11,16940615.66,52306.55,16897948.78,1437381.65,3340.23,64333.16,7823.30,3528.01,7287.26,16908764.05,16905423.82,15468042.17,2546.04,3167955.00
1643,TataModel_24,2017,Germany,2111,45935171.14,8824146.38,12178.15,23569.99,21759.91,19.21,9.34,801.48,22744.40,7024.64,12471.80,2523.19,8.36,JPY,1.00,4533801.39,45911625.26,54058.73,45881112.41,4290344.98,12952.98,87926.60,49010.91,11036.01,1384.81,45893533.23,45880580.25,41590235.26,4461.16,2729063.00
1644,TataModel_24,2018,Germany,341,8114366.38,1415145.50,16361.65,54411.14,23795.80,17.44,7.95,1489.87,20950.15,11553.61,18313.72,4217.43,9.35,GBP,1.14,770053.37,8091926.36,98371.70,8015994.68,645092.13,1787.76,76146.10,18427.98,4277.55,1981.47,8022253.70,8020465.94,7375373.81,4250.99,2500599.00
1645,TataModel_24,2019,Germany,4493,82147743.08,12724685.40,6939.46,72786.77,18283.50,15.49,19.63,1041.94,10264.78,5843.77,12568.04,6947.00,10.64,JPY,1.33,-3400916.56,82136436.36,96094.75,82051648.33,16125601.97,5544.24,87202.49,13169.19,2925.07,5806.48,82060379.88,82054835.64,65929233.67,4425.00,1366240.00
1646,TataModel_24,2020,Germany,2424,89736226.26,20190650.91,8187.27,39271.05,37019.90,22.50,10.70,688.40,22133.83,14878.35,3942.94,7563.15,9.41,EUR,0.78,10588874.70,89713404.03,84630.44,89651595.82,9601776.21,8592.84,34994.83,11322.77,2301.88,4679.92,89658577.62,89649984.78,80048208.57,1148.20,2814747.00
1647,TataModel_24,2021,Germany,3477,243280297.46,61160666.78,9784.99,30870.46,69968.45,25.14,9.07,187.40,23004.90,3762.38,12899.29,1643.23,5.21,GBP,1.32,39095143.80,243257105.16,77794.47,243202502.99,22065522.98,7844.55,73409.49,58629.03,1925.79,3989.05,243208417.83,243200573.28,221135050.30,1114.75,4071051.00
1648,TataModel_24,2022,Germany,2105,54681236.63,4265136.46,19249.34,35686.41,25976.83,7.80,7.75,194.06,16513.25,13712.13,18709.27,4986.21,4.62,EUR,1.19,27340.62,54664529.32,79893.78,54601342.85,4237795.84,9411.99,83994.93,59304.29,6244.49,660.33,54608247.67,54598835.68,50361039.84,3077.05,2756986.00
1649,TataModel_24,2023,Germany,3410,182919767.28,14725041.27,4557.56,29683.78,53642.16,8.05,19.18,251.11,3297.85,7732.74,12144.64,6056.71,6.09,INR,0.98,-20358970.10,182916218.32,33004.38,182886762.90,35084011.36,14487.75,23495.24,37957.17,7894.39,5561.59,182900218.88,182885731.13,147801719.77,2445.27,1420052.00
1650,TataModel_24,2024,Germany,2308,25747768.50,2968717.71,10826.34,63578.12,11155.88,11.53,11.39,372.70,8966.72,6085.86,2814.34,1075.71,6.35,GBP,1.36,36046.88,25738429.08,75382.04,25672386.46,2932670.83,4877.21,103667.08,41256.59,3097.70,6727.20,25682211.36,25677334.15,22744663.31,3584.75,1800099.00
1651,TataModel_24,2015,France,2653,140475526.51,40485046.74,5619.85,54043.24,52949.69,28.82,10.24,705.89,6341.07,8137.88,16816.66,5251.70,6.36,INR,0.94,26100352.83,140468479.55,99102.27,140376424.24,14384693.92,1885.24,50712.04,19461.61,11638.97,2778.94,140390842.15,140388956.91,126004263.00,2565.90,2788892.00
1652,TataModel_24,2016,France,467,31009144.85,2533447.13,6524.21,31703.37,66400.74,8.17,14.86,848.03,24905.91,12264.97,5938.36,4399.04,11.75,JPY,1.40,-2074511.79,30983390.91,13549.71,30995595.14,4607958.93,12272.28,115589.22,13000.94,5339.23,7242.55,31008176.92,30995904.64,26387945.72,3574.70,4697631.00
1653,TataModel_24,2017,France,284,6663087.28,1148716.25,9398.67,61555.32,23461.57,17.24,12.47,1281.15,22521.33,6204.85,17876.40,5327.89,4.72,EUR,0.70,317829.26,6639284.80,65513.85,6597573.43,830886.98,10706.36,95745.30,43465.34,9784.63,2368.24,6609726.30,6599019.94,5768132.95,1905.71,3089607.00
1654,TataModel_24,2018,France,899,11602625.22,3387966.57,4727.96,50032.51,12906.15,29.20,6.92,151.78,22275.75,1296.71,17671.44,7900.28,9.71,USD,1.24,2585064.90,11580197.69,19812.28,11582812.94,802901.67,12781.88,32204.02,39939.42,9932.60,919.88,11593665.42,11580883.54,10777981.88,1141.82,3605404.00
1655,TataModel_24,2019,France,6124,178633764.32,38227625.56,4349.22,64193.59,29169.46,21.40,9.98,130.26,7330.17,2733.02,2111.91,7034.69,11.20,INR,0.99,20399975.89,178626303.89,90584.97,178543179.35,17827649.68,3209.57,28248.61,10792.73,1559.50,7858.73,178552597.58,178549388.01,160721738.33,1587.66,4432152.00
1656,TataModel_24,2020,France,6944,42735601.87,8192414.88,15328.15,58250.69,6154.32,19.17,15.76,1203.81,3018.33,14879.73,14562.69,1348.83,12.00,INR,1.05,1457284.02,42731379.73,87026.45,42648575.42,6735130.85,7672.59,92119.46,26147.98,9314.54,4770.75,42662660.71,42654988.12,35919857.26,3538.73,3558244.00
1657,TataModel_24,2021,France,6113,169244466.02,38587738.25,19174.13,70117.70,27685.99,22.80,19.39,1478.18,22531.00,3031.43,4972.38,1248.13,7.86,USD,1.48,5771236.29,169220456.84,29770.55,169214695.47,32816501.96,9004.74,85009.01,20355.49,4886.09,7785.55,169227367.11,169218362.37,136401860.41,3573.95,2210881.00
1658,TataModel_24,2022,France,5637,128637383.79,28351679.39,7134.39,50822.98,22820.19,22.04,7.40,956.22,22394.14,8891.02,16554.49,1324.77,11.03,INR,1.15,18832512.99,128614033.43,52555.27,128584828.52,9519166.40,13000.65,20717.25,55405.12,3464.96,5282.45,128593575.93,128580575.28,119061408.88,3473.17,4902297.00
1659,TataModel_24,2023,France,6469,423123560.66,71846380.60,16511.80,30713.16,65407.88,16.98,13.88,791.12,13576.91,10281.93,13277.09,7496.58,11.49,JPY,1.25,13116830.38,423109192.63,38519.01,423085041.65,58729550.22,13846.57,88694.34,52779.75,3067.44,1173.14,423089282.23,423075435.66,364345885.44,3349.12,2036188.00
1660,TataModel_24,2024,France,1464,9352947.51,1889295.40,15124.80,67477.20,6388.63,20.20,12.60,902.43,6238.42,11233.01,12330.26,7393.52,11.50,USD,0.66,710824.01,9345806.66,55991.84,9296955.67,1178471.39,11677.18,119352.90,9175.44,2199.95,1140.36,9300295.98,9288618.80,8110147.41,3106.71,2678904.00
1661,TataModel_24,2015,Australia,983,24582309.59,3148993.86,13796.99,40216.81,25007.44,12.81,12.38,784.23,24026.26,1325.02,5432.42,1985.09,10.86,USD,0.80,105703.93,24557499.10,10035.29,24572274.30,3043289.93,2788.87,65635.22,11576.37,9607.62,2671.83,24584553.75,24581764.88,21538474.95,4888.66,4552430.00
1662,TataModel_24,2016,Australia,6210,384080619.56,89682824.67,16653.33,24912.64,61848.73,23.35,8.17,254.99,8332.54,13007.01,13608.21,2596.50,6.03,INR,1.18,58303438.05,384072032.03,49561.31,384031058.25,31379386.62,9460.29,43830.06,48351.83,2876.69,930.54,384034865.48,384025405.19,352646018.57,3283.74,1652535.00
1663,TataModel_24,2017,Australia,5896,45134700.39,6025482.50,14537.20,27906.96,7655.14,13.35,5.28,317.03,5321.60,10453.79,11470.92,5642.40,4.57,AUD,0.87,3642370.32,45129061.76,61343.41,45073356.98,2383112.18,4862.05,106622.73,25853.59,1190.07,6400.70,45080947.75,45076085.70,42692973.52,2819.92,3517894.00
1664,TataModel_24,2018,Australia,6259,165786866.36,28117452.53,4604.25,40458.29,26487.76,16.96,17.59,349.88,10191.23,1671.71,17912.27,6634.66,7.57,JPY,1.36,-1044457.26,165776325.25,32206.22,165754660.14,29161909.79,7076.36,29797.74,36522.87,1366.85,4005.29,165760032.28,165752955.92,136591046.13,1500.19,2384241.00
1665,TataModel_24,2019,Australia,829,42264713.98,11056449.18,8626.66,45336.42,50982.77,26.16,17.57,896.89,18766.75,12110.64,12379.65,664.33,7.16,JPY,1.19,3630538.93,42245050.34,76513.48,42188200.50,7425910.25,10764.69,83556.97,5044.04,4443.13,6049.44,42198693.07,42187928.38,34762018.14,4784.04,4714568.00
1666,TataModel_24,2020,Australia,519,16909583.08,1902328.10,12863.12,49150.35,32581.08,11.25,16.89,583.95,18189.25,11964.34,11320.39,4344.13,6.96,GBP,0.53,-953700.49,16890809.88,31147.04,16878436.04,2856028.58,10841.65,68306.31,32826.38,1291.44,3166.81,16882894.29,16872052.64,14016024.06,3100.24,4969637.00
1667,TataModel_24,2021,Australia,4849,243009067.23,69719301.39,18676.00,27573.24,50115.30,28.69,15.27,923.97,17496.29,10758.26,9303.05,1676.73,4.98,EUR,1.22,32611816.82,242990646.97,49843.31,242959223.92,37107484.57,1402.80,49480.32,25252.05,7906.46,6507.69,242973638.07,242972235.27,205864750.70,1204.61,3641835.00
1668,TataModel_24,2022,Australia,5156,38426151.01,5310494.07,17987.05,22674.69,7452.71,13.82,18.63,1226.51,20561.67,8212.23,14366.36,5851.25,7.05,USD,0.51,-1848297.86,38404362.83,57144.35,38369006.66,7158791.93,7395.33,95512.15,9754.77,5866.27,6260.44,38381133.37,38373738.04,31214946.11,4869.45,3914088.00
1669,TataModel_24,2023,Australia,1860,35426341.91,5150990.11,10687.47,21523.86,19046.42,14.54,7.66,1206.79,11085.68,11686.17,12406.47,814.71,3.16,JPY,1.45,2437332.32,35414049.44,48613.75,35377728.16,2713657.79,14516.80,82257.98,19587.93,10195.11,1821.86,35389745.13,35375228.33,32661570.54,4573.36,2796408.00
1670,TataModel_24,2024,Australia,6309,79325359.01,9281067.00,14119.24,25882.18,12573.36,11.70,14.23,1031.40,14617.71,11141.15,12504.89,6166.36,9.56,GBP,1.39,-2006931.58,79309709.90,78826.34,79246532.67,11287998.59,3019.57,45608.39,29331.49,2044.04,6550.34,79255127.05,79252107.48,67964108.89,2329.83,3375644.00
1671,TataModel_24,2015,Japan,6407,281121175.93,29714508.30,14018.99,52019.79,43877.19,10.57,18.57,1435.44,4635.87,6584.74,6486.77,1500.30,6.23,EUR,0.71,-22489694.07,281115104.62,36978.42,281084197.51,52204202.37,6861.37,48571.24,23238.57,5062.26,7459.26,281096719.03,281089857.66,228885655.29,1362.03,1098845.00
1672,TataModel_24,2016,Japan,4216,46997342.01,9831843.95,14759.76,41359.09,11147.38,20.92,9.30,1341.10,14800.51,14315.73,12327.75,2300.57,3.80,AUD,0.90,5461091.14,46981200.40,98843.65,46898498.36,4370752.81,1194.23,43452.88,23647.25,9500.52,2145.67,46910144.55,46908950.32,42538197.51,2582.32,3467234.00
1673,TataModel_24,2017,Japan,5393,70098879.57,11005524.09,5442.48,60890.74,12998.12,15.70,7.78,660.11,6625.77,2718.01,14505.79,7067.44,5.88,JPY,1.03,5551831.26,70091593.69,19498.84,70079380.73,5453692.83,11396.92,69906.29,24020.47,2147.50,6604.51,70088132.74,70076735.82,64623042.99,4518.02,3808064.00
1674,TataModel_24,2018,Japan,4739,301584583.58,27052137.15,14082.58,31813.06,63638.87,8.97,15.23,1222.86,13574.61,11608.09,7222.37,3243.03,6.51,AUD,1.16,-18879194.93,301569786.11,77537.00,301507046.58,45931332.08,7425.74,97069.63,32643.89,2041.90,6786.40,301515874.88,301508449.14,255577117.06,2117.79,2738083.00
1675,TataModel_24,2019,Japan,4058,139565860.56,12937755.27,11741.20,46960.97,34392.77,9.27,14.25,605.21,13306.63,14655.24,9767.33,7597.46,4.98,AUD,1.22,-6950379.86,139551948.72,79678.95,139486181.61,19888135.13,9561.42,42467.93,11607.45,6731.86,6574.89,139499488.36,139489926.94,119601791.81,2312.00,4203111.00
1676,TataModel_24,2020,Japan,1667,47538254.47,4582687.73,11191.30,45726.59,28517.25,9.64,5.28,1193.39,8898.61,11642.65,6710.39,5673.44,5.77,USD,1.34,2072667.90,47528162.47,83272.86,47454981.61,2510019.84,5588.49,109459.09,59022.17,6738.15,3563.25,47465283.01,47459694.52,44949674.69,3380.54,2395453.00
1677,TataModel_24,2021,Japan,6285,330698120.49,42593917.92,7131.81,37087.82,52617.04,12.88,8.39,923.75,9806.12,5389.46,5636.71,3524.40,9.47,EUR,0.90,14848345.61,330687390.62,36979.74,330661140.75,27745572.31,11961.61,116514.94,39731.17,4003.18,4121.28,330669265.21,330657303.60,302911731.29,1504.63,3117313.00
1678,TataModel_24,2022,Japan,5734,29361571.68,3784706.59,17171.03,57053.85,5120.61,12.89,18.89,1258.23,6265.82,11172.27,12444.78,2337.87,9.57,EUR,1.03,-1761694.30,29354047.63,42099.47,29319472.21,5546400.89,3762.77,57068.40,57066.60,4903.51,3601.96,29327977.68,29324214.91,23777814.02,1593.55,3442440.00
1679,TataModel_24,2023,Japan,3266,130580541.78,16427032.16,19683.39,23191.29,39981.79,12.58,5.07,569.60,6089.83,3478.67,2720.14,3486.43,7.73,USD,1.41,9806598.69,130573882.35,16106.92,130564434.86,6620433.47,8648.79,79974.46,17653.28,8677.13,7775.81,130580887.80,130572239.01,123951805.55,4429.97,1362837.00
1680,TataModel_24,2024,Japan,2386,25441181.78,6222913.06,14629.31,33537.14,10662.69,24.46,12.45,971.73,18659.40,11039.99,4270.92,6427.69,11.47,AUD,0.67,3055485.93,25421550.65,32685.70,25408496.08,3167427.13,2667.08,24150.23,52099.76,10932.79,4995.61,25424424.48,25421757.40,22254330.27,4335.89,2821293.00
1681,TataModel_25,2015,India,4744,204201138.21,41861233.33,19831.30,57457.95,43044.08,20.50,14.40,1243.30,7586.53,6291.49,3681.76,4795.62,10.11,AUD,1.07,12456269.43,204192308.38,69147.83,204131990.38,29404963.90,4850.29,25208.13,55977.34,7703.98,1383.35,204141077.71,204136227.42,174731263.52,4116.64,3035480.00
1682,TataModel_25,2016,India,2749,159482970.68,14337519.06,19217.69,32317.58,58014.90,8.99,9.30,1154.44,21125.29,3343.20,7754.97,4087.84,5.10,USD,0.83,-494397.21,159460690.95,81475.30,159401495.38,14831916.27,9250.21,94249.37,49296.73,2273.34,4971.89,159408740.61,159399490.40,144567574.12,1000.51,1237930.00
